1,und,f
2,daß,f
3,wie,f
4,doch,f
5,heute,f
6,auch,f
7,insbesondere,f
8,sicher,f
9,erst,f
10,wenn,f
11,um,f
12,sehr,f
13,durchaus,f
14,damit,f
15,dann,f
16,erneut,f
17,zwar,f
18,ob,f
19,möglich,f
20,lediglich,f
21,genau,f
22,leider,f
23,bereits,f
24,selbst,f
25,jedoch,f
26,stets,f
27,ganz,f
28,immer,f
29,wieder,f
30,hier,f
31,deutlich,f
32,nun,f
33,aber,f
34,so,f
35,weil,f
36,wirklich,f
37,gerade,f
38,nur,f
39,bereit,f
40,zunächst,f
41,dafür,f
42,tatsächlich,f
43,dennoch,f
44,jetzt,f
45,nach,f
46,vor,f
47,denn,f
48,deshalb,f
49,dort,f
50,warum,f
51,weshalb,f
52,wed,f
53,noch,f
54,statt,f
55,völlig,f
56,darauf,f
57,da,f
58,schon,f
59,etwas,f
60,äußerst,f
61,sogar,f
62,also,f
63,bisher,f
64,sowi,f
65,als,f
66,somit,f
67,daran,f
68,wobei,f
69,dazu,f
70,ode,f
71,darüb,f
72,darin,f
73,mehr,f
74,andererseits,f
75,dah,f
76,bzw.,f
77,ja,f
78,sondern,f
79,eben,f
80,gar,f
81,gleichzeitig,f
82,gemeinsam,f
83,richtig,f
84,nämlich,f
85,darum,f
86,davon,f
87,vielleicht,f
88,morgen,f
89,klar,f
90,natürlich,f
91,bess,f
92,erstens,f
93,gerecht,f
94,ohn,f
95,zweitens,f
96,sowohl,f
97,drittens,f
98,ind,f
99,ein,f
100,oft,f
101,wo,f
102,dadurch,f
103,gut,f
104,wichtig,f
105,viel,f
106,möglichst,f
107,allein,f
108,fest,f
109,daher,f
110,eigentlich,f
111,selbstverständlich,f
112,erforderlich,f
113,beispielsweise,f
114,ebenso,f
115,weiter,f
116,offensichtlich,f
117,außerd,f
118,gegenwärtig,f
119,dar,f
120,allerdings,f
121,voll,f
122,etwa,f
123,kurz,f
124,zweifellos,f
125,abschließend,f
126,besonders,f
127,weniger,f
128,dabei,f
129,neu,f
130,weit,f
131,weiterhin,f
132,einmal,f
133,endlich,f
134,ebenfalls,f
135,eindeutig,f
136,sicherlich,f
137,schließlich,f
138,überhaupt,f
139,stark,f
140,obwohl,f
141,zumindest,f
142,hin,f
143,notwendig,f
144,wohl,f
145,bekannt,f
146,während,f
147,zudem,f
148,spät,f
149,künftig,f
150,derzeit,f
151,einfach,f
152,stärk,f
153,recht,f
154,fast,f
155,vielmehr,f
156,nachd,f
157,unbedingt,f
158,gestern,f
159,bis,f
160,bewußt,f
161,schnell,f
